ID,Loss
0,4.508532524108887
500,0.25949499011039734
1000,0.25870513916015625
1500,0.25484707951545715
2000,0.12282438576221466
2500,0.08331690728664398
3000,0.05914007127285004
3500,0.04566843807697296
4000,0.03654380142688751
4500,0.032134607434272766
5000,0.03014993667602539
5500,0.028598936274647713
6000,0.027383314445614815
6500,0.026272809132933617
7000,0.025216510519385338
7500,0.024197733029723167
8000,0.023241274058818817
8500,0.02246575988829136
9000,0.02166082337498665
9500,0.021074388176202774
10000,0.020664092153310776
10500,0.02024574764072895
11000,0.01999709941446781
11500,0.019405707716941833
12000,0.01904144138097763
12500,0.01868485100567341
13000,0.01833682879805565
13500,0.01798519678413868
14000,0.017624666914343834
14500,0.01725059747695923
15000,0.01718417927622795
15500,0.016461249440908432
16000,0.016085760667920113
16500,0.015684623271226883
17000,0.015308380126953125
17500,0.014942465350031853
18000,0.014588253572583199
18500,0.014243312180042267
19000,0.0139092318713665
19500,0.01359178964048624
20000,0.01328993309289217
20500,0.013015528209507465
21000,0.012738700024783611
21500,0.012489920482039452
22000,0.0122575918212533
22500,0.012044684030115604
23000,0.011845222674310207
23500,0.011661441996693611
24000,0.011485475115478039
24500,0.011318664997816086
25000,0.011161105707287788
25500,0.01156641449779272
26000,0.010870401747524738
26500,0.010885440744459629
27000,0.010664235800504684
27500,0.010470900684595108
28000,0.01034696027636528
28500,0.010379493236541748
29000,0.010117682628333569
29500,0.010009108111262321
30000,0.009904472157359123
30500,0.009804458357393742
31000,0.009790296666324139
31500,0.009613336063921452
32000,0.009518465958535671
32500,0.009427424520254135
33000,0.009337199851870537
33500,0.009248499758541584
34000,0.009160296060144901
34500,0.00907816831022501
35000,0.008989661931991577
35500,0.008903886191546917
36000,0.00888680387288332
36500,0.008736273273825645
37000,0.008653968572616577
37500,0.008573146536946297
38000,0.008493784815073013
38500,0.00841590203344822
39000,0.008339795283973217
39500,0.008265765383839607
40000,0.008193244226276875
40500,0.008936506696045399
41000,0.008124873973429203
41500,0.0079882200807333
42000,0.007923079654574394
42500,0.008159150369465351
43000,0.007800677791237831
43500,0.007741008419543505
44000,0.007678047753870487
44500,0.007927664555609226
45000,0.007674255408346653
45500,0.007510186173021793
46000,0.007456527091562748
46500,0.007404395844787359
47000,0.0073535386472940445
47500,0.007370691746473312
48000,0.0072581153362989426
48500,0.007208268623799086
49000,0.00719284126535058
49500,0.007198752835392952
49999,0.007079579867422581
